id_vendas,data,produto,quantidade,modo_pagamento
3554,25-02-2024 08:40:00,Salgado,4,debito
3555,18-05-2024 14:39:00,Café Filtrado 150 ml,1,pix
3556,26-04-2024 11:10:00,Suco,1,pix
3557,23-01-2024 12:09:00,Pão Integral,3,credito
3558,28-05-2024 13:56:00,Pão na Chapa,3,debito
3559,21-05-2024 10:43:00,Baguete,4,credito
3560,06-06-2024 10:37:00,Café Espresso 50 ml,1,debito
3561,03-05-2024 15:34:00,Croissant,1,pix
3562,14-03-2024 16:14:00,Pão Integral,5,debito
3563,07-03-2024 08:44:00,Pão Francês,1,debito
3564,28-03-2024 12:48:00,Café Espresso 50 ml,1,debito
3565,24-06-2024 12:27:00,Bolo Mole,2,credito
3566,27-04-2024 08:27:00,Salgado,5,debito
3567,20-03-2024 11:45:00,Pão na Chapa,1,pix
3568,12-05-2024 12:18:00,Pão de Mel,5,debito
3569,18-04-2024 14:56:00,Bolo Mole,2,credito
3570,18-04-2024 12:56:00,Suco,2,credito
3571,19-02-2024 08:09:00,Pão na Chapa,3,credito
3572,20-01-2024 16:12:00,Rosquinha,2,debito
3573,16-04-2024 12:22:00,Torta de Frango,2,credito
3574,04-03-2024 13:26:00,Pão de Mel,2,debito
3575,21-01-2024 11:43:00,Pão Integral,2,debito
3576,03-05-2024 12:52:00,Bolo Mole,2,debito
3577,09-04-2024 14:08:00,Torta de Frango,5,debito
3578,12-05-2024 14:42:00,Rosquinha,4,credito
3579,22-03-2024 12:29:00,Café Filtrado 150 ml,1,debito
3580,27-05-2024 14:40:00,Bolo Mole,2,debito
3581,20-03-2024 13:09:00,Suco,5,credito
3582,09-06-2024 14:14:00,Bolo Mole,4,pix
3583,21-05-2024 12:36:00,Pão de Mel,5,debito
3584,13-01-2024 10:46:00,Café Pingado 150 ml,4,debito
3585,24-04-2024 09:01:00,Pão Integral,1,pix
3586,14-02-2024 15:58:00,Pão Francês,1,pix
3587,16-01-2024 10:14:00,Pão Francês,3,credito
3588,23-02-2024 09:20:00,Café Filtrado 150 ml,2,debito
3589,10-01-2024 09:43:00,Bolo Mole,2,debito
3590,27-02-2024 10:48:00,Bolo Mole,5,pix
3591,23-06-2024 16:26:00,Pão na Chapa,3,pix
3592,12-05-2024 13:00:00,Pão Integral,5,debito
3593,14-04-2024 10:03:00,Café Filtrado 150 ml,2,debito
3594,18-02-2024 12:51:00,Pão de Mel,1,debito
3595,07-06-2024 12:44:00,Pão de Queijo,1,debito
3596,14-04-2024 12:27:00,Café Pingado 150 ml,4,credito
3597,30-05-2024 11:14:00,Bolo Mole,4,pix
3598,23-04-2024 11:28:00,Pão Francês,2,pix
3599,19-01-2024 16:03:00,Pão na Chapa,2,debito
3600,27-03-2024 11:05:00,Café Filtrado 150 ml,2,credito
3601,26-01-2024 11:05:00,Salgado,3,pix
3602,08-05-2024 10:33:00,Pão de Queijo,2,credito
3603,11-01-2024 08:09:00,Suco,5,debito
3604,23-06-2024 15:02:00,Torta de Frango,1,pix
3605,24-03-2024 09:37:00,Salgado,3,credito
3606,25-01-2024 09:56:00,Café Filtrado 150 ml,3,credito
3607,09-01-2024 09:59:00,Salgado,1,pix
3608,06-06-2024 14:18:00,Bolo Mole,5,pix
3609,19-04-2024 08:50:00,Pão de Queijo,3,pix
3610,30-03-2024 15:08:00,Croissant,5,pix
3611,01-03-2024 14:18:00,Café Filtrado 150 ml,5,credito
3612,30-05-2024 09:01:00,Café Espresso 50 ml,3,debito
3613,12-05-2024 14:04:00,Rosquinha,5,pix
3614,22-02-2024 12:34:00,Bolo Mole,4,pix
3615,19-01-2024 09:17:00,Pão de Mel,5,debito
3616,13-04-2024 14:39:00,Bolo Mole,3,credito
3617,25-04-2024 12:35:00,Pão Francês,3,debito
3618,17-04-2024 12:16:00,Baguete,5,pix
3619,21-06-2024 12:13:00,Pão Francês,2,credito
3620,25-03-2024 13:11:00,Pão Integral,2,debito
3621,16-06-2024 16:09:00,Baguete,2,pix
3622,18-03-2024 15:11:00,Suco,1,pix
3623,30-03-2024 10:57:00,Croissant,4,debito
3624,17-05-2024 08:29:00,Baguete,1,debito
3625,08-02-2024 09:37:00,Pão Integral,1,debito
3626,14-02-2024 15:23:00,Salgado,1,debito
3627,11-01-2024 09:51:00,Bolo de Chocolate,1,credito
3628,29-01-2024 14:43:00,Pão de Mel,1,pix
3629,15-05-2024 09:47:00,Baguete,5,credito
3630,19-03-2024 10:34:00,Salgado,2,credito
3631,18-06-2024 09:24:00,Pão de Mel,5,debito
3632,27-04-2024 15:39:00,Salgado,1,pix
3633,18-03-2024 10:21:00,Pão Francês,1,pix
3634,11-01-2024 11:18:00,Pão de Queijo,4,credito
3635,11-06-2024 11:34:00,Pão Integral,5,debito
3636,28-03-2024 08:37:00,Pão Integral,2,debito
3637,13-03-2024 11:35:00,Pão na Chapa,1,debito
3638,27-03-2024 10:40:00,Pão Integral,1,debito
3639,12-03-2024 12:37:00,Suco,1,credito
3640,09-06-2024 09:18:00,Suco,5,credito
3641,23-04-2024 08:50:00,Bolo de Chocolate,1,pix
3642,12-02-2024 14:27:00,Pão na Chapa,1,credito
3643,23-01-2024 13:35:00,Pão de Mel,4,credito
3644,07-04-2024 15:53:00,Baguete,5,pix
3645,09-05-2024 09:14:00,Suco,2,pix
3646,29-05-2024 12:34:00,Café Espresso 50 ml,2,credito
3647,25-01-2024 14:36:00,Torta de Frango,5,debito
3648,21-04-2024 09:19:00,Pão de Mel,5,credito
3649,05-05-2024 14:10:00,Café Filtrado 150 ml,3,debito
3650,13-04-2024 16:42:00,Pão de Mel,2,debito
3651,09-03-2024 14:17:00,Café Pingado 150 ml,3,debito
3652,25-02-2024 11:30:00,Suco,1,pix
3653,16-04-2024 14:47:00,Café Pingado 150 ml,3,credito
3654,07-05-2024 12:41:00,Pão na Chapa,5,debito
3655,13-01-2024 08:34:00,Croissant,2,debito
3656,15-06-2024 16:57:00,Bolo de Chocolate,5,debito
3657,17-01-2024 09:50:00,Salgado,3,pix
3658,10-04-2024 09:41:00,Baguete,5,debito
3659,22-06-2024 11:13:00,Salgado,1,credito
3660,17-01-2024 08:44:00,Café Filtrado 150 ml,5,debito
3661,22-04-2024 11:17:00,Pão de Queijo,4,pix
3662,07-05-2024 15:23:00,Pão de Queijo,2,credito
3663,02-04-2024 13:27:00,Pão na Chapa,5,debito
3664,16-03-2024 08:27:00,Café Filtrado 150 ml,2,debito
3665,10-05-2024 14:25:00,Torta de Frango,4,debito
3666,05-05-2024 14:30:00,Café Espresso 50 ml,2,credito
3667,10-02-2024 09:21:00,Pão Francês,2,debito
3668,09-05-2024 10:20:00,Bolo Mole,3,credito
3669,15-03-2024 09:20:00,Bolo Mole,3,credito
3670,14-05-2024 09:17:00,Bolo de Chocolate,3,pix
3671,18-06-2024 08:17:00,Pão Integral,2,pix
3672,27-02-2024 13:49:00,Baguete,2,credito
3673,06-02-2024 08:18:00,Torta de Frango,3,debito
3674,18-01-2024 10:09:00,Rosquinha,3,pix
3675,24-03-2024 12:23:00,Croissant,2,credito
3676,31-01-2024 12:24:00,Torta de Frango,4,debito
3677,19-06-2024 11:36:00,Torta de Frango,5,debito
3678,13-04-2024 10:45:00,Croissant,3,credito
3679,14-01-2024 11:28:00,Café Filtrado 150 ml,1,pix
3680,24-03-2024 13:50:00,Café Pingado 150 ml,4,debito
3681,03-05-2024 13:43:00,Suco,2,debito
3682,07-04-2024 14:18:00,Rosquinha,3,credito
3683,20-05-2024 15:25:00,Pão Francês,4,pix
3684,11-06-2024 14:26:00,Rosquinha,4,debito
3685,19-05-2024 15:32:00,Baguete,4,pix
3686,13-02-2024 14:15:00,Pão na Chapa,3,pix
3687,15-05-2024 08:36:00,Café Espresso 50 ml,4,credito
3688,21-03-2024 11:44:00,Pão Francês,4,pix
3689,09-02-2024 12:44:00,Rosquinha,3,credito
3690,24-01-2024 12:21:00,Bolo de Chocolate,2,debito
3691,02-06-2024 12:14:00,Rosquinha,2,credito
3692,03-02-2024 14:02:00,Pão de Mel,1,debito
3693,06-06-2024 11:02:00,Pão de Mel,3,credito
3694,23-05-2024 15:21:00,Baguete,3,pix
3695,22-04-2024 12:43:00,Café Pingado 150 ml,4,pix
3696,01-03-2024 08:14:00,Torta de Frango,4,pix
3697,04-03-2024 10:41:00,Bolo de Chocolate,1,debito
3698,23-03-2024 14:05:00,Croissant,4,pix
3699,22-03-2024 11:07:00,Bolo de Chocolate,2,debito
3700,08-03-2024 14:01:00,Rosquinha,2,pix
3701,20-06-2024 11:12:00,Pão Francês,1,pix
3702,10-05-2024 12:37:00,Bolo Mole,5,debito
3703,24-05-2024 08:48:00,Salgado,2,credito
3704,22-02-2024 12:03:00,Rosquinha,4,credito
3705,30-05-2024 14:45:00,Rosquinha,1,debito
3706,30-04-2024 11:49:00,Pão de Queijo,5,credito
3707,19-04-2024 15:20:00,Salgado,2,debito
3708,16-02-2024 13:39:00,Bolo de Chocolate,1,debito
3709,16-06-2024 16:46:00,Pão de Mel,5,credito
3710,14-06-2024 10:31:00,Pão de Queijo,5,pix
3711,01-03-2024 16:43:00,Rosquinha,4,pix
3712,24-05-2024 14:19:00,Café Pingado 150 ml,1,debito
3713,22-02-2024 11:39:00,Suco,1,debito
3714,19-02-2024 10:06:00,Torta de Frango,2,pix
3715,26-02-2024 13:40:00,Torta de Frango,5,credito
3716,27-01-2024 11:35:00,Pão de Mel,2,credito
3717,30-01-2024 10:52:00,Pão de Queijo,3,debito
3718,21-03-2024 08:36:00,Café Espresso 50 ml,4,debito
3719,05-06-2024 08:38:00,Pão na Chapa,2,pix
3720,24-01-2024 11:09:00,Salgado,1,credito
3721,20-05-2024 09:46:00,Suco,3,credito
3722,14-02-2024 09:40:00,Croissant,1,credito
3723,06-04-2024 11:23:00,Pão Francês,3,pix
3724,08-05-2024 10:39:00,Café Espresso 50 ml,5,debito
3725,22-04-2024 11:34:00,Salgado,3,debito
3726,05-03-2024 15:34:00,Café Pingado 150 ml,1,debito
3727,06-04-2024 13:57:00,Café Pingado 150 ml,1,debito
3728,06-03-2024 08:33:00,Torta de Frango,1,debito
3729,07-04-2024 08:52:00,Bolo de Chocolate,2,debito
3730,07-05-2024 09:09:00,Café Pingado 150 ml,1,debito
3731,13-05-2024 13:05:00,Rosquinha,5,credito
3732,01-03-2024 16:10:00,Pão Francês,1,debito
3733,13-01-2024 13:21:00,Bolo Mole,2,debito
3734,19-05-2024 12:51:00,Café Espresso 50 ml,1,debito
3735,14-01-2024 12:00:00,Café Espresso 50 ml,2,debito
3736,06-03-2024 10:00:00,Pão Francês,1,pix
3737,01-03-2024 09:00:00,Bolo Mole,5,pix
3738,22-03-2024 12:57:00,Pão na Chapa,5,pix
3739,05-03-2024 11:35:00,Rosquinha,5,debito
3740,01-04-2024 09:15:00,Pão de Queijo,3,pix
3741,01-02-2024 13:38:00,Salgado,3,credito
3742,30-03-2024 09:53:00,Pão de Mel,5,credito
3743,12-01-2024 14:06:00,Café Filtrado 150 ml,4,credito
3744,25-03-2024 09:30:00,Baguete,4,credito
3745,08-04-2024 15:57:00,Croissant,1,debito
3746,15-03-2024 15:48:00,Pão Francês,2,debito
3747,28-04-2024 13:26:00,Café Espresso 50 ml,4,credito
3748,22-03-2024 11:44:00,Croissant,2,credito
3749,18-05-2024 14:00:00,Suco,2,debito
3750,06-04-2024 08:05:00,Suco,2,credito
3751,21-06-2024 09:50:00,Pão Integral,5,pix
3752,03-05-2024 11:52:00,Pão de Queijo,1,credito
3753,18-06-2024 11:11:00,Croissant,5,credito
3754,07-03-2024 16:20:00,Bolo Mole,5,credito
3755,26-04-2024 08:36:00,Pão Francês,1,debito
3756,19-02-2024 16:31:00,Bolo Mole,4,pix
3757,24-04-2024 08:05:00,Pão de Queijo,5,debito
3758,31-03-2024 14:59:00,Rosquinha,4,debito
3759,07-04-2024 09:12:00,Café Pingado 150 ml,1,credito
3760,21-05-2024 16:24:00,Salgado,3,credito
3761,31-01-2024 16:35:00,Bolo Mole,1,debito
3762,26-01-2024 15:14:00,Rosquinha,2,credito
3763,20-03-2024 12:49:00,Salgado,1,pix
3764,04-06-2024 11:16:00,Pão Integral,5,credito
3765,28-02-2024 08:15:00,Suco,5,credito
3766,08-06-2024 12:52:00,Pão Francês,1,pix
3767,27-04-2024 09:54:00,Pão de Mel,1,credito
3768,15-06-2024 13:33:00,Baguete,4,debito
3769,01-04-2024 13:45:00,Croissant,5,debito
3770,23-03-2024 08:23:00,Rosquinha,3,pix
3771,20-05-2024 08:21:00,Bolo Mole,5,pix
3772,21-04-2024 13:20:00,Café Filtrado 150 ml,4,debito
3773,20-01-2024 09:57:00,Torta de Frango,1,debito
3774,19-05-2024 15:43:00,Pão Francês,1,credito
3775,28-02-2024 16:32:00,Rosquinha,1,pix
3776,11-04-2024 15:47:00,Salgado,4,credito
3777,18-05-2024 13:41:00,Baguete,2,debito
3778,05-06-2024 13:05:00,Pão de Queijo,4,debito
3779,18-03-2024 16:13:00,Pão Francês,2,credito
3780,23-02-2024 16:36:00,Suco,4,debito
3781,19-03-2024 14:32:00,Pão de Mel,4,debito
3782,03-05-2024 13:38:00,Café Filtrado 150 ml,3,pix
3783,18-04-2024 13:37:00,Suco,1,debito
3784,13-01-2024 08:29:00,Pão de Queijo,5,pix
3785,14-06-2024 12:39:00,Bolo Mole,3,pix
3786,17-03-2024 12:34:00,Baguete,2,pix
3787,19-01-2024 12:58:00,Pão de Queijo,3,debito
3788,23-05-2024 09:31:00,Pão de Queijo,4,credito
3789,07-02-2024 13:00:00,Baguete,2,pix
3790,11-06-2024 12:39:00,Salgado,1,credito
3791,12-03-2024 09:31:00,Pão Francês,5,debito
3792,28-03-2024 13:29:00,Pão na Chapa,4,credito
3793,15-05-2024 08:12:00,Pão Francês,1,credito
3794,18-01-2024 08:38:00,Torta de Frango,1,credito
3795,17-02-2024 14:35:00,Pão de Mel,1,pix
3796,17-05-2024 10:18:00,Café Pingado 150 ml,2,debito
3797,08-05-2024 11:08:00,Bolo Mole,3,debito
3798,09-01-2024 10:05:00,Rosquinha,4,debito
3799,15-03-2024 15:05:00,Baguete,1,debito
3800,13-02-2024 10:53:00,Pão de Mel,3,debito
3801,09-02-2024 09:19:00,Pão na Chapa,3,credito
3802,20-05-2024 16:45:00,Torta de Frango,3,pix
3803,05-03-2024 12:14:00,Pão Integral,3,pix
3804,21-05-2024 10:35:00,Pão Integral,4,pix
3805,01-05-2024 09:14:00,Suco,2,debito
3806,11-06-2024 09:15:00,Croissant,3,credito
3807,19-02-2024 14:02:00,Bolo Mole,3,credito
3808,12-06-2024 13:10:00,Pão Francês,4,debito
3809,23-06-2024 16:21:00,Torta de Frango,4,credito
3810,12-05-2024 15:46:00,Café Espresso 50 ml,1,credito
3811,19-04-2024 15:27:00,Café Pingado 150 ml,5,debito
3812,29-04-2024 16:14:00,Pão Integral,5,pix
3813,17-01-2024 13:46:00,Café Filtrado 150 ml,2,credito
3814,19-01-2024 10:45:00,Pão Francês,5,credito
3815,01-06-2024 15:10:00,Torta de Frango,5,pix
3816,01-05-2024 11:21:00,Café Filtrado 150 ml,4,debito
3817,07-06-2024 08:51:00,Pão de Queijo,3,pix
3818,19-03-2024 11:34:00,Baguete,2,pix
3819,14-03-2024 09:33:00,Croissant,2,debito
3820,08-04-2024 16:39:00,Bolo de Chocolate,3,credito
3821,08-06-2024 16:38:00,Torta de Frango,3,credito
3822,18-02-2024 14:52:00,Bolo Mole,5,debito
3823,10-04-2024 12:04:00,Baguete,5,credito
3824,12-02-2024 12:59:00,Pão na Chapa,3,credito
3825,17-02-2024 12:57:00,Pão de Queijo,1,pix
3826,04-05-2024 08:56:00,Baguete,1,credito
3827,05-06-2024 08:03:00,Pão Integral,4,debito
3828,10-04-2024 16:17:00,Croissant,2,debito
3829,07-02-2024 16:40:00,Pão de Queijo,2,credito
3830,03-06-2024 09:24:00,Baguete,4,debito
3831,24-02-2024 14:10:00,Pão de Queijo,1,pix
3832,02-04-2024 14:39:00,Salgado,5,pix
3833,21-01-2024 16:42:00,Pão de Queijo,1,pix
3834,29-01-2024 15:05:00,Café Filtrado 150 ml,2,credito
3835,06-06-2024 16:05:00,Pão de Queijo,1,pix
3836,03-02-2024 16:10:00,Suco,5,pix
3837,17-01-2024 13:06:00,Pão Integral,2,debito
3838,08-02-2024 10:05:00,Pão de Queijo,4,credito
3839,09-03-2024 15:26:00,Pão de Mel,4,debito
3840,17-04-2024 16:26:00,Pão Integral,4,credito
3841,01-02-2024 08:52:00,Pão de Queijo,3,credito
3842,20-04-2024 10:52:00,Bolo de Chocolate,5,debito
3843,03-04-2024 11:48:00,Salgado,5,credito
3844,20-03-2024 15:42:00,Croissant,2,pix
3845,21-06-2024 08:58:00,Baguete,2,debito
3846,21-06-2024 14:26:00,Bolo Mole,1,pix
3847,10-04-2024 10:05:00,Pão de Mel,1,pix
3848,04-05-2024 13:47:00,Torta de Frango,5,credito
3849,18-01-2024 13:21:00,Bolo de Chocolate,3,credito
3850,27-05-2024 11:26:00,Croissant,2,pix
3851,02-05-2024 15:48:00,Bolo Mole,3,credito
3852,07-05-2024 15:20:00,Torta de Frango,3,credito
3853,23-03-2024 11:21:00,Salgado,5,pix
3854,17-01-2024 10:00:00,Bolo Mole,2,credito
3855,15-01-2024 10:25:00,Pão na Chapa,2,credito
3856,04-03-2024 16:08:00,Suco,5,debito
3857,27-01-2024 11:45:00,Pão na Chapa,1,debito
3858,03-02-2024 10:17:00,Café Pingado 150 ml,2,pix
3859,30-04-2024 14:56:00,Bolo de Chocolate,4,credito
3860,16-03-2024 09:51:00,Bolo Mole,1,debito
3861,13-01-2024 10:38:00,Pão Integral,3,credito
3862,06-03-2024 12:25:00,Pão de Mel,5,credito
3863,20-04-2024 10:41:00,Pão na Chapa,4,credito
3864,12-05-2024 09:25:00,Pão na Chapa,5,credito
3865,28-04-2024 16:00:00,Rosquinha,3,pix
3866,27-01-2024 16:36:00,Salgado,1,credito
3867,20-05-2024 14:32:00,Torta de Frango,2,debito
3868,06-05-2024 16:02:00,Torta de Frango,4,credito
3869,19-05-2024 11:08:00,Torta de Frango,5,credito
3870,22-05-2024 09:39:00,Pão na Chapa,4,credito
3871,20-01-2024 16:27:00,Pão Francês,5,credito
3872,09-03-2024 10:59:00,Pão Integral,3,pix
3873,17-01-2024 14:17:00,Café Filtrado 150 ml,5,credito
3874,06-06-2024 12:08:00,Torta de Frango,2,credito
3875,02-02-2024 12:41:00,Bolo Mole,2,debito
3876,14-01-2024 15:25:00,Pão de Mel,3,credito
3877,31-05-2024 08:22:00,Pão de Queijo,4,pix
3878,12-06-2024 14:28:00,Pão Integral,1,debito
3879,17-06-2024 08:29:00,Baguete,1,pix
3880,09-02-2024 14:46:00,Rosquinha,5,pix
3881,20-05-2024 15:23:00,Pão Francês,2,debito
3882,14-06-2024 09:06:00,Bolo de Chocolate,1,pix
3883,09-04-2024 11:56:00,Café Pingado 150 ml,2,pix
3884,10-06-2024 09:47:00,Café Espresso 50 ml,3,pix
3885,12-04-2024 10:09:00,Baguete,1,pix
3886,11-06-2024 13:22:00,Rosquinha,2,credito
3887,14-01-2024 12:06:00,Suco,4,debito
3888,19-02-2024 15:19:00,Pão Francês,3,debito
3889,06-06-2024 09:05:00,Pão de Queijo,3,pix
3890,15-02-2024 09:09:00,Bolo de Chocolate,5,credito
3891,04-05-2024 13:42:00,Café Espresso 50 ml,2,pix
3892,04-04-2024 12:02:00,Pão Integral,4,credito
3893,21-04-2024 15:25:00,Bolo Mole,1,credito
3894,21-06-2024 15:23:00,Bolo de Chocolate,2,debito
3895,22-03-2024 13:51:00,Pão Francês,2,credito
3896,24-05-2024 14:48:00,Pão de Mel,2,credito
3897,02-04-2024 14:46:00,Rosquinha,5,debito
3898,24-06-2024 15:27:00,Café Pingado 150 ml,3,credito
3899,15-03-2024 13:29:00,Suco,2,credito
3900,21-02-2024 11:22:00,Pão de Mel,4,pix
3901,18-04-2024 11:37:00,Baguete,2,pix
3902,13-06-2024 11:54:00,Pão na Chapa,4,credito
3903,28-04-2024 09:44:00,Pão na Chapa,5,debito
3904,03-06-2024 11:52:00,Pão na Chapa,5,pix
3905,29-02-2024 10:08:00,Torta de Frango,1,pix
3906,03-04-2024 10:53:00,Bolo Mole,1,credito
3907,19-02-2024 11:08:00,Café Pingado 150 ml,3,credito
3908,04-02-2024 16:47:00,Café Pingado 150 ml,1,credito
3909,23-01-2024 12:43:00,Pão de Mel,5,credito
3910,20-03-2024 08:24:00,Suco,4,debito
3911,16-06-2024 10:27:00,Suco,2,debito
3912,20-01-2024 10:28:00,Bolo de Chocolate,5,pix
3913,11-06-2024 09:44:00,Bolo Mole,5,debito
3914,27-03-2024 09:32:00,Café Espresso 50 ml,2,pix
3915,14-05-2024 10:51:00,Pão Francês,1,pix
3916,06-05-2024 09:22:00,Café Filtrado 150 ml,1,pix
3917,13-02-2024 14:01:00,Pão Francês,2,debito
3918,19-03-2024 10:46:00,Café Espresso 50 ml,5,debito
3919,02-06-2024 08:25:00,Bolo Mole,1,credito
3920,15-06-2024 12:06:00,Pão na Chapa,4,pix
3921,25-04-2024 15:38:00,Suco,1,debito
3922,13-03-2024 13:03:00,Croissant,2,credito
3923,06-04-2024 15:42:00,Pão de Mel,5,pix
3924,05-03-2024 08:56:00,Pão Integral,5,pix
3925,18-03-2024 10:00:00,Bolo de Chocolate,4,pix
3926,12-04-2024 08:58:00,Café Espresso 50 ml,2,pix
3927,21-05-2024 16:31:00,Baguete,3,pix
3928,10-01-2024 12:53:00,Torta de Frango,3,debito
3929,18-02-2024 09:38:00,Pão Francês,4,credito
3930,27-03-2024 13:14:00,Pão de Mel,1,pix
3931,19-02-2024 09:34:00,Torta de Frango,1,credito
3932,21-01-2024 08:25:00,Café Filtrado 150 ml,2,debito
3933,09-03-2024 13:12:00,Bolo Mole,5,pix
3934,08-03-2024 10:51:00,Torta de Frango,1,debito
3935,16-03-2024 09:12:00,Pão de Mel,4,debito
3936,29-05-2024 15:33:00,Café Espresso 50 ml,2,debito
3937,10-05-2024 11:46:00,Pão Integral,4,credito
3938,20-06-2024 13:10:00,Café Pingado 150 ml,5,pix
3939,11-06-2024 14:36:00,Café Pingado 150 ml,5,debito
3940,03-04-2024 09:10:00,Bolo Mole,5,pix
3941,31-03-2024 09:09:00,Salgado,3,credito
3942,18-03-2024 13:21:00,Torta de Frango,2,credito
3943,06-02-2024 12:37:00,Croissant,2,credito
3944,12-03-2024 12:39:00,Bolo de Chocolate,5,debito
3945,16-01-2024 14:56:00,Café Filtrado 150 ml,2,pix
3946,21-05-2024 09:25:00,Suco,3,debito
3947,09-06-2024 14:53:00,Pão de Mel,5,credito
3948,07-02-2024 16:39:00,Salgado,2,debito
3949,19-03-2024 14:05:00,Rosquinha,4,pix
3950,20-04-2024 11:03:00,Pão de Queijo,1,debito
3951,27-04-2024 11:03:00,Torta de Frango,4,debito
3952,02-06-2024 13:51:00,Suco,4,credito
3953,10-01-2024 11:50:00,Café Pingado 150 ml,1,pix
3954,05-05-2024 15:35:00,Suco,1,pix
3955,15-06-2024 13:07:00,Baguete,5,credito
3956,22-06-2024 14:18:00,Baguete,3,pix
3957,21-06-2024 09:44:00,Pão na Chapa,1,debito
3958,28-01-2024 09:58:00,Bolo Mole,4,debito
3959,20-01-2024 14:38:00,Bolo Mole,1,credito
3960,12-05-2024 10:22:00,Rosquinha,3,credito
3961,02-04-2024 14:13:00,Pão de Queijo,3,debito
3962,07-04-2024 12:45:00,Bolo Mole,1,credito
3963,30-05-2024 16:17:00,Bolo Mole,5,pix
3964,23-05-2024 15:59:00,Pão de Queijo,5,pix
3965,22-05-2024 14:50:00,Café Espresso 50 ml,4,credito
3966,06-03-2024 10:24:00,Pão Francês,2,credito
3967,14-04-2024 14:22:00,Pão de Mel,4,debito
3968,28-01-2024 14:37:00,Salgado,3,debito
3969,08-04-2024 16:48:00,Café Espresso 50 ml,4,debito
3970,28-02-2024 16:55:00,Pão Francês,4,credito
3971,01-04-2024 08:09:00,Pão Integral,4,pix
3972,05-05-2024 12:36:00,Café Espresso 50 ml,1,debito
3973,28-05-2024 16:20:00,Torta de Frango,3,credito
3974,24-05-2024 08:17:00,Pão de Mel,1,credito
3975,25-02-2024 14:33:00,Pão de Mel,1,debito
3976,21-06-2024 15:13:00,Rosquinha,2,pix
3977,24-02-2024 08:07:00,Pão de Mel,4,pix
3978,07-06-2024 10:50:00,Rosquinha,2,pix
3979,13-01-2024 15:44:00,Café Pingado 150 ml,1,credito
3980,19-06-2024 09:36:00,Café Espresso 50 ml,1,pix
3981,03-05-2024 10:37:00,Suco,4,pix
3982,29-02-2024 10:10:00,Salgado,2,credito
3983,09-03-2024 10:46:00,Bolo de Chocolate,5,credito
3984,03-04-2024 13:00:00,Pão de Queijo,3,debito
3985,26-04-2024 16:52:00,Torta de Frango,1,debito
3986,28-04-2024 13:58:00,Pão de Queijo,1,debito
3987,04-03-2024 12:41:00,Bolo Mole,5,debito
3988,08-03-2024 09:54:00,Rosquinha,3,credito
3989,09-03-2024 15:22:00,Baguete,3,credito
3990,10-04-2024 09:40:00,Torta de Frango,3,debito
3991,31-05-2024 10:12:00,Café Filtrado 150 ml,2,credito
3992,25-03-2024 16:48:00,Rosquinha,5,pix
3993,28-01-2024 11:22:00,Baguete,5,debito
3994,25-05-2024 10:21:00,Croissant,5,credito
3995,27-04-2024 11:02:00,Pão Integral,4,pix
3996,10-05-2024 11:51:00,Pão Francês,1,debito
3997,18-06-2024 16:01:00,Torta de Frango,1,credito
3998,08-03-2024 11:12:00,Bolo Mole,1,credito
3999,29-05-2024 12:58:00,Pão de Mel,2,credito
4000,18-02-2024 13:16:00,Bolo Mole,5,credito
4001,25-05-2024 12:16:00,Rosquinha,2,pix
4002,14-01-2024 14:14:00,Pão Francês,1,debito
4003,21-02-2024 14:51:00,Torta de Frango,1,credito
4004,27-05-2024 09:20:00,Pão de Mel,1,pix
4005,02-02-2024 10:58:00,Bolo Mole,1,pix
4006,10-01-2024 13:30:00,Café Filtrado 150 ml,1,pix
4007,12-02-2024 08:16:00,Bolo de Chocolate,3,credito
4008,23-03-2024 10:10:00,Torta de Frango,3,debito
4009,19-05-2024 16:53:00,Pão de Mel,3,credito
4010,28-05-2024 08:45:00,Baguete,3,credito
4011,26-01-2024 13:52:00,Bolo de Chocolate,5,pix
4012,22-02-2024 08:30:00,Pão na Chapa,1,pix
4013,10-02-2024 08:46:00,Bolo de Chocolate,4,pix
4014,12-02-2024 14:06:00,Salgado,3,credito
4015,21-04-2024 15:51:00,Pão de Queijo,4,credito
4016,22-04-2024 09:44:00,Pão de Queijo,3,debito
4017,22-01-2024 09:08:00,Café Espresso 50 ml,3,credito
4018,03-02-2024 09:29:00,Pão de Mel,3,credito
4019,16-01-2024 08:35:00,Pão Integral,3,credito
4020,27-03-2024 09:43:00,Pão de Queijo,4,credito
4021,06-05-2024 16:58:00,Pão de Queijo,5,debito
4022,20-03-2024 14:42:00,Croissant,2,pix
4023,09-06-2024 09:00:00,Salgado,5,credito
4024,03-05-2024 14:19:00,Bolo de Chocolate,4,pix
4025,16-01-2024 12:06:00,Pão Integral,2,pix
4026,29-04-2024 15:21:00,Bolo de Chocolate,5,credito
4027,24-05-2024 09:19:00,Salgado,2,credito
4028,06-04-2024 12:01:00,Bolo Mole,1,pix
4029,04-04-2024 12:19:00,Pão Francês,1,pix
4030,11-03-2024 09:40:00,Croissant,3,pix
4031,14-02-2024 14:10:00,Salgado,5,credito
4032,30-03-2024 14:11:00,Salgado,5,credito
4033,01-03-2024 13:27:00,Croissant,1,pix
4034,10-05-2024 14:19:00,Croissant,2,debito
4035,25-01-2024 16:51:00,Café Pingado 150 ml,5,credito
4036,21-06-2024 11:08:00,Suco,1,pix
